copy_id,book_id,copy_number,location,rack,shelf,status
CP11412,BK381,copy12,L3,L3R10,L3R10S3,Available
CP11413,BK381,copy13,L3,L3R10,L3R10S3,Available
CP11414,BK381,copy14,L3,L3R10,L3R10S3,Available
CP11415,BK381,copy15,L3,L3R10,L3R10S3,Available
CP11416,BK381,copy16,L3,L3R10,L3R10S3,Available
CP11417,BK381,copy17,L3,L3R10,L3R10S3,Available
CP11418,BK381,copy18,L3,L3R10,L3R10S3,Available
CP11419,BK381,copy19,L3,L3R10,L3R10S3,Available
CP11420,BK381,copy20,L3,L3R10,L3R10S3,Available
CP11421,BK381,copy21,L3,L3R10,L3R10S3,Available
CP11422,BK381,copy22,L3,L3R10,L3R10S3,Available
CP11423,BK381,copy23,L3,L3R10,L3R10S3,Available
CP11424,BK381,copy24,L3,L3R10,L3R10S3,Available
CP11425,BK381,copy25,L3,L3R10,L3R10S3,Available
CP11426,BK381,copy26,L3,L3R10,L3R10S3,Available
CP11427,BK381,copy27,L3,L3R10,L3R10S3,Available
CP11428,BK381,copy28,L3,L3R10,L3R10S3,Available
CP11429,BK381,copy29,L3,L3R10,L3R10S3,Available
CP11430,BK381,copy30,L3,L3R10,L3R10S3,Available
CP11431,BK382,copy1,L3,L3R10,L3R10S4,Available
CP11432,BK382,copy2,L3,L3R10,L3R10S4,Available
CP11433,BK382,copy3,L3,L3R10,L3R10S4,Available
CP11434,BK382,copy4,L3,L3R10,L3R10S4,Available
CP11435,BK382,copy5,L3,L3R10,L3R10S4,Available
CP11436,BK382,copy6,L3,L3R10,L3R10S4,Available
CP11437,BK382,copy7,L3,L3R10,L3R10S4,Available
CP11438,BK382,copy8,L3,L3R10,L3R10S4,Available
CP11439,BK382,copy9,L3,L3R10,L3R10S4,Available
CP11440,BK382,copy10,L3,L3R10,L3R10S4,Available
CP11441,BK382,copy11,L3,L3R10,L3R10S4,Available
CP11442,BK382,copy12,L3,L3R10,L3R10S4,Available
CP11443,BK382,copy13,L3,L3R10,L3R10S4,Available
CP11444,BK382,copy14,L3,L3R10,L3R10S4,Available
CP11445,BK382,copy15,L3,L3R10,L3R10S4,Available
CP11446,BK382,copy16,L3,L3R10,L3R10S4,Available
CP11447,BK382,copy17,L3,L3R10,L3R10S4,Available
CP11448,BK382,copy18,L3,L3R10,L3R10S4,Available
CP11449,BK382,copy19,L3,L3R10,L3R10S4,Available
CP11450,BK382,copy20,L3,L3R10,L3R10S4,Available
CP11451,BK382,copy21,L3,L3R10,L3R10S4,Available
CP11452,BK382,copy22,L3,L3R10,L3R10S4,Available
CP11453,BK382,copy23,L3,L3R10,L3R10S4,Available
CP11454,BK382,copy24,L3,L3R10,L3R10S4,Available
CP11455,BK382,copy25,L3,L3R10,L3R10S4,Available
CP11456,BK382,copy26,L3,L3R10,L3R10S4,Available
CP11457,BK382,copy27,L3,L3R10,L3R10S4,Available
CP11458,BK382,copy28,L3,L3R10,L3R10S4,Available
CP11459,BK382,copy29,L3,L3R10,L3R10S4,Available
CP11460,BK382,copy30,L3,L3R10,L3R10S4,Available
CP11461,BK383,copy1,L3,L3R10,L3R10S5,Available
CP11462,BK383,copy2,L3,L3R10,L3R10S5,Available
CP11463,BK383,copy3,L3,L3R10,L3R10S5,Available
CP11464,BK383,copy4,L3,L3R10,L3R10S5,Available
CP11465,BK383,copy5,L3,L3R10,L3R10S5,Available
CP11466,BK383,copy6,L3,L3R10,L3R10S5,Available
CP11467,BK383,copy7,L3,L3R10,L3R10S5,Available
CP11468,BK383,copy8,L3,L3R10,L3R10S5,Available
CP11469,BK383,copy9,L3,L3R10,L3R10S5,Available
CP11470,BK383,copy10,L3,L3R10,L3R10S5,Available
CP11471,BK383,copy11,L3,L3R10,L3R10S5,Available
CP11472,BK383,copy12,L3,L3R10,L3R10S5,Available
CP11473,BK383,copy13,L3,L3R10,L3R10S5,Available
CP11474,BK383,copy14,L3,L3R10,L3R10S5,Available
CP11475,BK383,copy15,L3,L3R10,L3R10S5,Available
CP11476,BK383,copy16,L3,L3R10,L3R10S5,Available
CP11477,BK383,copy17,L3,L3R10,L3R10S5,Available
CP11478,BK383,copy18,L3,L3R10,L3R10S5,Available
CP11479,BK383,copy19,L3,L3R10,L3R10S5,Available
CP11480,BK383,copy20,L3,L3R10,L3R10S5,Available
CP11481,BK383,copy21,L3,L3R10,L3R10S5,Available
CP11482,BK383,copy22,L3,L3R10,L3R10S5,Available
CP11483,BK383,copy23,L3,L3R10,L3R10S5,Available
CP11484,BK383,copy24,L3,L3R10,L3R10S5,Available
CP11485,BK383,copy25,L3,L3R10,L3R10S5,Available
CP11486,BK383,copy26,L3,L3R10,L3R10S5,Available
CP11487,BK383,copy27,L3,L3R10,L3R10S5,Available
CP11488,BK383,copy28,L3,L3R10,L3R10S5,Available
CP11489,BK383,copy29,L3,L3R10,L3R10S5,Available
CP11490,BK383,copy30,L3,L3R10,L3R10S5,Available
CP11491,BK384,copy1,L3,L3R10,L3R10S6,Available
CP11492,BK384,copy2,L3,L3R10,L3R10S6,Available
CP11493,BK384,copy3,L3,L3R10,L3R10S6,Available
CP11494,BK384,copy4,L3,L3R10,L3R10S6,Available
CP11495,BK384,copy5,L3,L3R10,L3R10S6,Available
CP11496,BK384,copy6,L3,L3R10,L3R10S6,Available
CP11497,BK384,copy7,L3,L3R10,L3R10S6,Available
CP11498,BK384,copy8,L3,L3R10,L3R10S6,Available
CP11499,BK384,copy9,L3,L3R10,L3R10S6,Available
CP11500,BK384,copy10,L3,L3R10,L3R10S6,Available
CP11501,BK384,copy11,L3,L3R10,L3R10S6,Available
CP11502,BK384,copy12,L3,L3R10,L3R10S6,Available
CP11503,BK384,copy13,L3,L3R10,L3R10S6,Available
CP11504,BK384,copy14,L3,L3R10,L3R10S6,Available
CP11505,BK384,copy15,L3,L3R10,L3R10S6,Available
CP11506,BK384,copy16,L3,L3R10,L3R10S6,Available
CP11507,BK384,copy17,L3,L3R10,L3R10S6,Available
CP11508,BK384,copy18,L3,L3R10,L3R10S6,Available
CP11509,BK384,copy19,L3,L3R10,L3R10S6,Available
CP11510,BK384,copy20,L3,L3R10,L3R10S6,Available
CP11511,BK384,copy21,L3,L3R10,L3R10S6,Available
CP11512,BK384,copy22,L3,L3R10,L3R10S6,Available
CP11513,BK384,copy23,L3,L3R10,L3R10S6,Available
CP11514,BK384,copy24,L3,L3R10,L3R10S6,Available
CP11515,BK384,copy25,L3,L3R10,L3R10S6,Available
CP11516,BK384,copy26,L3,L3R10,L3R10S6,Available
CP11517,BK384,copy27,L3,L3R10,L3R10S6,Available
CP11518,BK384,copy28,L3,L3R10,L3R10S6,Available
CP11519,BK384,copy29,L3,L3R10,L3R10S6,Available
CP11520,BK384,copy30,L3,L3R10,L3R10S6,Available
CP11521,BK385,copy1,L3,L3R11,L3R11S1,Available
CP11522,BK385,copy2,L3,L3R11,L3R11S1,Available
CP11523,BK385,copy3,L3,L3R11,L3R11S1,Available
CP11524,BK385,copy4,L3,L3R11,L3R11S1,Available
CP11525,BK385,copy5,L3,L3R11,L3R11S1,Available
CP11526,BK385,copy6,L3,L3R11,L3R11S1,Available
CP11527,BK385,copy7,L3,L3R11,L3R11S1,Available
CP11528,BK385,copy8,L3,L3R11,L3R11S1,Available
CP11529,BK385,copy9,L3,L3R11,L3R11S1,Available
CP11530,BK385,copy10,L3,L3R11,L3R11S1,Available
CP11531,BK385,copy11,L3,L3R11,L3R11S1,Available
CP11532,BK385,copy12,L3,L3R11,L3R11S1,Available
CP11533,BK385,copy13,L3,L3R11,L3R11S1,Available
CP11534,BK385,copy14,L3,L3R11,L3R11S1,Available
CP11535,BK385,copy15,L3,L3R11,L3R11S1,Available
CP11536,BK385,copy16,L3,L3R11,L3R11S1,Available
CP11537,BK385,copy17,L3,L3R11,L3R11S1,Available
CP11538,BK385,copy18,L3,L3R11,L3R11S1,Available
CP11539,BK385,copy19,L3,L3R11,L3R11S1,Available
CP11540,BK385,copy20,L3,L3R11,L3R11S1,Available
CP11541,BK385,copy21,L3,L3R11,L3R11S1,Available
CP11542,BK385,copy22,L3,L3R11,L3R11S1,Available
CP11543,BK385,copy23,L3,L3R11,L3R11S1,Available
CP11544,BK385,copy24,L3,L3R11,L3R11S1,Available
CP11545,BK385,copy25,L3,L3R11,L3R11S1,Available
CP11546,BK385,copy26,L3,L3R11,L3R11S1,Available
CP11547,BK385,copy27,L3,L3R11,L3R11S1,Available
CP11548,BK385,copy28,L3,L3R11,L3R11S1,Available
CP11549,BK385,copy29,L3,L3R11,L3R11S1,Available
CP11550,BK385,copy30,L3,L3R11,L3R11S1,Available
CP11551,BK386,copy1,L3,L3R11,L3R11S2,Available
CP11552,BK386,copy2,L3,L3R11,L3R11S2,Available
CP11553,BK386,copy3,L3,L3R11,L3R11S2,Available
CP11554,BK386,copy4,L3,L3R11,L3R11S2,Available
CP11555,BK386,copy5,L3,L3R11,L3R11S2,Available
CP11556,BK386,copy6,L3,L3R11,L3R11S2,Available
CP11557,BK386,copy7,L3,L3R11,L3R11S2,Available
CP11558,BK386,copy8,L3,L3R11,L3R11S2,Available
CP11559,BK386,copy9,L3,L3R11,L3R11S2,Available
CP11560,BK386,copy10,L3,L3R11,L3R11S2,Available
CP11561,BK386,copy11,L3,L3R11,L3R11S2,Available
CP11562,BK386,copy12,L3,L3R11,L3R11S2,Available
CP11563,BK386,copy13,L3,L3R11,L3R11S2,Available
CP11564,BK386,copy14,L3,L3R11,L3R11S2,Available
CP11565,BK386,copy15,L3,L3R11,L3R11S2,Available
CP11566,BK386,copy16,L3,L3R11,L3R11S2,Available
CP11567,BK386,copy17,L3,L3R11,L3R11S2,Available
CP11568,BK386,copy18,L3,L3R11,L3R11S2,Available
CP11569,BK386,copy19,L3,L3R11,L3R11S2,Available
CP11570,BK386,copy20,L3,L3R11,L3R11S2,Available
CP11571,BK386,copy21,L3,L3R11,L3R11S2,Available
CP11572,BK386,copy22,L3,L3R11,L3R11S2,Available
CP11573,BK386,copy23,L3,L3R11,L3R11S2,Available
CP11574,BK386,copy24,L3,L3R11,L3R11S2,Available
CP11575,BK386,copy25,L3,L3R11,L3R11S2,Available
CP11576,BK386,copy26,L3,L3R11,L3R11S2,Available
CP11577,BK386,copy27,L3,L3R11,L3R11S2,Available
CP11578,BK386,copy28,L3,L3R11,L3R11S2,Available
CP11579,BK386,copy29,L3,L3R11,L3R11S2,Available
CP11580,BK386,copy30,L3,L3R11,L3R11S2,Available
CP11581,BK387,copy1,L3,L3R11,L3R11S3,Available
CP11582,BK387,copy2,L3,L3R11,L3R11S3,Available
CP11583,BK387,copy3,L3,L3R11,L3R11S3,Available
CP11584,BK387,copy4,L3,L3R11,L3R11S3,Available
CP11585,BK387,copy5,L3,L3R11,L3R11S3,Available
CP11586,BK387,copy6,L3,L3R11,L3R11S3,Available
CP11587,BK387,copy7,L3,L3R11,L3R11S3,Available
CP11588,BK387,copy8,L3,L3R11,L3R11S3,Available
CP11589,BK387,copy9,L3,L3R11,L3R11S3,Available
CP11590,BK387,copy10,L3,L3R11,L3R11S3,Available
CP11591,BK387,copy11,L3,L3R11,L3R11S3,Available
CP11592,BK387,copy12,L3,L3R11,L3R11S3,Available
CP11593,BK387,copy13,L3,L3R11,L3R11S3,Available
CP11594,BK387,copy14,L3,L3R11,L3R11S3,Available
CP11595,BK387,copy15,L3,L3R11,L3R11S3,Available
CP11596,BK387,copy16,L3,L3R11,L3R11S3,Available
CP11597,BK387,copy17,L3,L3R11,L3R11S3,Available
CP11598,BK387,copy18,L3,L3R11,L3R11S3,Available
CP11599,BK387,copy19,L3,L3R11,L3R11S3,Available
CP11600,BK387,copy20,L3,L3R11,L3R11S3,Available
CP11601,BK387,copy21,L3,L3R11,L3R11S3,Available
CP11602,BK387,copy22,L3,L3R11,L3R11S3,Available
CP11603,BK387,copy23,L3,L3R11,L3R11S3,Available
CP11604,BK387,copy24,L3,L3R11,L3R11S3,Available
CP11605,BK387,copy25,L3,L3R11,L3R11S3,Available
CP11606,BK387,copy26,L3,L3R11,L3R11S3,Available
CP11607,BK387,copy27,L3,L3R11,L3R11S3,Available
CP11608,BK387,copy28,L3,L3R11,L3R11S3,Available
CP11609,BK387,copy29,L3,L3R11,L3R11S3,Available
CP11610,BK387,copy30,L3,L3R11,L3R11S3,Available
CP11611,BK388,copy1,L3,L3R11,L3R11S4,Available
CP11612,BK388,copy2,L3,L3R11,L3R11S4,Available
CP11613,BK388,copy3,L3,L3R11,L3R11S4,Available
CP11614,BK388,copy4,L3,L3R11,L3R11S4,Available
CP11615,BK388,copy5,L3,L3R11,L3R11S4,Available
CP11616,BK388,copy6,L3,L3R11,L3R11S4,Available
CP11617,BK388,copy7,L3,L3R11,L3R11S4,Available
CP11618,BK388,copy8,L3,L3R11,L3R11S4,Available
CP11619,BK388,copy9,L3,L3R11,L3R11S4,Available
CP11620,BK388,copy10,L3,L3R11,L3R11S4,Available
CP11621,BK388,copy11,L3,L3R11,L3R11S4,Available
CP11622,BK388,copy12,L3,L3R11,L3R11S4,Available
CP11623,BK388,copy13,L3,L3R11,L3R11S4,Available
CP11624,BK388,copy14,L3,L3R11,L3R11S4,Available
CP11625,BK388,copy15,L3,L3R11,L3R11S4,Available
CP11626,BK388,copy16,L3,L3R11,L3R11S4,Available
CP11627,BK388,copy17,L3,L3R11,L3R11S4,Available
CP11628,BK388,copy18,L3,L3R11,L3R11S4,Available
CP11629,BK388,copy19,L3,L3R11,L3R11S4,Available
CP11630,BK388,copy20,L3,L3R11,L3R11S4,Available
CP11631,BK388,copy21,L3,L3R11,L3R11S4,Available
CP11632,BK388,copy22,L3,L3R11,L3R11S4,Available
CP11633,BK388,copy23,L3,L3R11,L3R11S4,Available
CP11634,BK388,copy24,L3,L3R11,L3R11S4,Available
CP11635,BK388,copy25,L3,L3R11,L3R11S4,Available
CP11636,BK388,copy26,L3,L3R11,L3R11S4,Available
CP11637,BK388,copy27,L3,L3R11,L3R11S4,Available
CP11638,BK388,copy28,L3,L3R11,L3R11S4,Available
CP11639,BK388,copy29,L3,L3R11,L3R11S4,Available
CP11640,BK388,copy30,L3,L3R11,L3R11S4,Available
CP11641,BK389,copy1,L3,L3R11,L3R11S5,Available
CP11642,BK389,copy2,L3,L3R11,L3R11S5,Available
CP11643,BK389,copy3,L3,L3R11,L3R11S5,Available
CP11644,BK389,copy4,L3,L3R11,L3R11S5,Available
CP11645,BK389,copy5,L3,L3R11,L3R11S5,Available
CP11646,BK389,copy6,L3,L3R11,L3R11S5,Available
CP11647,BK389,copy7,L3,L3R11,L3R11S5,Available
CP11648,BK389,copy8,L3,L3R11,L3R11S5,Available
CP11649,BK389,copy9,L3,L3R11,L3R11S5,Available
CP11650,BK389,copy10,L3,L3R11,L3R11S5,Available
CP11651,BK389,copy11,L3,L3R11,L3R11S5,Available
CP11652,BK389,copy12,L3,L3R11,L3R11S5,Available
CP11653,BK389,copy13,L3,L3R11,L3R11S5,Available
CP11654,BK389,copy14,L3,L3R11,L3R11S5,Available
CP11655,BK389,copy15,L3,L3R11,L3R11S5,Available
CP11656,BK389,copy16,L3,L3R11,L3R11S5,Available
CP11657,BK389,copy17,L3,L3R11,L3R11S5,Available
CP11658,BK389,copy18,L3,L3R11,L3R11S5,Available
CP11659,BK389,copy19,L3,L3R11,L3R11S5,Available
CP11660,BK389,copy20,L3,L3R11,L3R11S5,Available
CP11661,BK389,copy21,L3,L3R11,L3R11S5,Available
CP11662,BK389,copy22,L3,L3R11,L3R11S5,Available
CP11663,BK389,copy23,L3,L3R11,L3R11S5,Available
CP11664,BK389,copy24,L3,L3R11,L3R11S5,Available
CP11665,BK389,copy25,L3,L3R11,L3R11S5,Available
CP11666,BK389,copy26,L3,L3R11,L3R11S5,Available
CP11667,BK389,copy27,L3,L3R11,L3R11S5,Available
CP11668,BK389,copy28,L3,L3R11,L3R11S5,Available
CP11669,BK389,copy29,L3,L3R11,L3R11S5,Available
CP11670,BK389,copy30,L3,L3R11,L3R11S5,Available
CP11671,BK390,copy1,L3,L3R11,L3R11S6,Available
CP11672,BK390,copy2,L3,L3R11,L3R11S6,Available
CP11673,BK390,copy3,L3,L3R11,L3R11S6,Available
CP11674,BK390,copy4,L3,L3R11,L3R11S6,Available
CP11675,BK390,copy5,L3,L3R11,L3R11S6,Available
CP11676,BK390,copy6,L3,L3R11,L3R11S6,Available
CP11677,BK390,copy7,L3,L3R11,L3R11S6,Available
CP11678,BK390,copy8,L3,L3R11,L3R11S6,Available
CP11679,BK390,copy9,L3,L3R11,L3R11S6,Available
CP11680,BK390,copy10,L3,L3R11,L3R11S6,Available
CP11681,BK390,copy11,L3,L3R11,L3R11S6,Available
CP11682,BK390,copy12,L3,L3R11,L3R11S6,Available
CP11683,BK390,copy13,L3,L3R11,L3R11S6,Available
CP11684,BK390,copy14,L3,L3R11,L3R11S6,Available
CP11685,BK390,copy15,L3,L3R11,L3R11S6,Available
CP11686,BK390,copy16,L3,L3R11,L3R11S6,Available
CP11687,BK390,copy17,L3,L3R11,L3R11S6,Available
CP11688,BK390,copy18,L3,L3R11,L3R11S6,Available
CP11689,BK390,copy19,L3,L3R11,L3R11S6,Available
CP11690,BK390,copy20,L3,L3R11,L3R11S6,Available
CP11691,BK390,copy21,L3,L3R11,L3R11S6,Available
CP11692,BK390,copy22,L3,L3R11,L3R11S6,Available
CP11693,BK390,copy23,L3,L3R11,L3R11S6,Available
CP11694,BK390,copy24,L3,L3R11,L3R11S6,Available
CP11695,BK390,copy25,L3,L3R11,L3R11S6,Available
CP11696,BK390,copy26,L3,L3R11,L3R11S6,Available
CP11697,BK390,copy27,L3,L3R11,L3R11S6,Available
CP11698,BK390,copy28,L3,L3R11,L3R11S6,Available
CP11699,BK390,copy29,L3,L3R11,L3R11S6,Available
CP11700,BK390,copy30,L3,L3R11,L3R11S6,Available
CP11701,BK391,copy1,L3,L3R12,L3R12S1,Available
CP11702,BK391,copy2,L3,L3R12,L3R12S1,Available
CP11703,BK391,copy3,L3,L3R12,L3R12S1,Available
CP11704,BK391,copy4,L3,L3R12,L3R12S1,Available
CP11705,BK391,copy5,L3,L3R12,L3R12S1,Available
CP11706,BK391,copy6,L3,L3R12,L3R12S1,Available
CP11707,BK391,copy7,L3,L3R12,L3R12S1,Available
CP11708,BK391,copy8,L3,L3R12,L3R12S1,Available
CP11709,BK391,copy9,L3,L3R12,L3R12S1,Available
CP11710,BK391,copy10,L3,L3R12,L3R12S1,Available
CP11711,BK391,copy11,L3,L3R12,L3R12S1,Available
CP11712,BK391,copy12,L3,L3R12,L3R12S1,Available
CP11713,BK391,copy13,L3,L3R12,L3R12S1,Available
CP11714,BK391,copy14,L3,L3R12,L3R12S1,Available
CP11715,BK391,copy15,L3,L3R12,L3R12S1,Available
CP11716,BK391,copy16,L3,L3R12,L3R12S1,Available
CP11717,BK391,copy17,L3,L3R12,L3R12S1,Available
CP11718,BK391,copy18,L3,L3R12,L3R12S1,Available
CP11719,BK391,copy19,L3,L3R12,L3R12S1,Available
CP11720,BK391,copy20,L3,L3R12,L3R12S1,Available
CP11721,BK391,copy21,L3,L3R12,L3R12S1,Available
CP11722,BK391,copy22,L3,L3R12,L3R12S1,Available
CP11723,BK391,copy23,L3,L3R12,L3R12S1,Available
CP11724,BK391,copy24,L3,L3R12,L3R12S1,Available
CP11725,BK391,copy25,L3,L3R12,L3R12S1,Available
CP11726,BK391,copy26,L3,L3R12,L3R12S1,Available
CP11727,BK391,copy27,L3,L3R12,L3R12S1,Available
CP11728,BK391,copy28,L3,L3R12,L3R12S1,Available
CP11729,BK391,copy29,L3,L3R12,L3R12S1,Available
CP11730,BK391,copy30,L3,L3R12,L3R12S1,Available
CP11731,BK392,copy1,L3,L3R12,L3R12S2,Available
CP11732,BK392,copy2,L3,L3R12,L3R12S2,Available
CP11733,BK392,copy3,L3,L3R12,L3R12S2,Available
CP11734,BK392,copy4,L3,L3R12,L3R12S2,Available
CP11735,BK392,copy5,L3,L3R12,L3R12S2,Available
CP11736,BK392,copy6,L3,L3R12,L3R12S2,Available
CP11737,BK392,copy7,L3,L3R12,L3R12S2,Available
CP11738,BK392,copy8,L3,L3R12,L3R12S2,Available
CP11739,BK392,copy9,L3,L3R12,L3R12S2,Available
CP11740,BK392,copy10,L3,L3R12,L3R12S2,Available
CP11741,BK392,copy11,L3,L3R12,L3R12S2,Available
CP11742,BK392,copy12,L3,L3R12,L3R12S2,Available
CP11743,BK392,copy13,L3,L3R12,L3R12S2,Available
CP11744,BK392,copy14,L3,L3R12,L3R12S2,Available
CP11745,BK392,copy15,L3,L3R12,L3R12S2,Available
CP11746,BK392,copy16,L3,L3R12,L3R12S2,Available
CP11747,BK392,copy17,L3,L3R12,L3R12S2,Available
CP11748,BK392,copy18,L3,L3R12,L3R12S2,Available
CP11749,BK392,copy19,L3,L3R12,L3R12S2,Available
CP11750,BK392,copy20,L3,L3R12,L3R12S2,Available
CP11751,BK392,copy21,L3,L3R12,L3R12S2,Available
CP11752,BK392,copy22,L3,L3R12,L3R12S2,Available
CP11753,BK392,copy23,L3,L3R12,L3R12S2,Available
CP11754,BK392,copy24,L3,L3R12,L3R12S2,Available
CP11755,BK392,copy25,L3,L3R12,L3R12S2,Available
CP11756,BK392,copy26,L3,L3R12,L3R12S2,Available
CP11757,BK392,copy27,L3,L3R12,L3R12S2,Available
CP11758,BK392,copy28,L3,L3R12,L3R12S2,Available
CP11759,BK392,copy29,L3,L3R12,L3R12S2,Available
CP11760,BK392,copy30,L3,L3R12,L3R12S2,Available
CP11761,BK393,copy1,L3,L3R12,L3R12S3,Available
CP11762,BK393,copy2,L3,L3R12,L3R12S3,Available
CP11763,BK393,copy3,L3,L3R12,L3R12S3,Available
CP11764,BK393,copy4,L3,L3R12,L3R12S3,Available
CP11765,BK393,copy5,L3,L3R12,L3R12S3,Available
CP11766,BK393,copy6,L3,L3R12,L3R12S3,Available
CP11767,BK393,copy7,L3,L3R12,L3R12S3,Available
CP11768,BK393,copy8,L3,L3R12,L3R12S3,Available
CP11769,BK393,copy9,L3,L3R12,L3R12S3,Available
CP11770,BK393,copy10,L3,L3R12,L3R12S3,Available
CP11771,BK393,copy11,L3,L3R12,L3R12S3,Available
CP11772,BK393,copy12,L3,L3R12,L3R12S3,Available
CP11773,BK393,copy13,L3,L3R12,L3R12S3,Available
CP11774,BK393,copy14,L3,L3R12,L3R12S3,Available
CP11775,BK393,copy15,L3,L3R12,L3R12S3,Available
CP11776,BK393,copy16,L3,L3R12,L3R12S3,Available
CP11777,BK393,copy17,L3,L3R12,L3R12S3,Available
CP11778,BK393,copy18,L3,L3R12,L3R12S3,Available
CP11779,BK393,copy19,L3,L3R12,L3R12S3,Available
CP11780,BK393,copy20,L3,L3R12,L3R12S3,Available
CP11781,BK393,copy21,L3,L3R12,L3R12S3,Available
CP11782,BK393,copy22,L3,L3R12,L3R12S3,Available
CP11783,BK393,copy23,L3,L3R12,L3R12S3,Available
CP11784,BK393,copy24,L3,L3R12,L3R12S3,Available
CP11785,BK393,copy25,L3,L3R12,L3R12S3,Available
CP11786,BK393,copy26,L3,L3R12,L3R12S3,Available
CP11787,BK393,copy27,L3,L3R12,L3R12S3,Available
CP11788,BK393,copy28,L3,L3R12,L3R12S3,Available
CP11789,BK393,copy29,L3,L3R12,L3R12S3,Available
CP11790,BK393,copy30,L3,L3R12,L3R12S3,Available
CP11791,BK394,copy1,L3,L3R12,L3R12S4,Available
CP11792,BK394,copy2,L3,L3R12,L3R12S4,Available
CP11793,BK394,copy3,L3,L3R12,L3R12S4,Available
CP11794,BK394,copy4,L3,L3R12,L3R12S4,Available
CP11795,BK394,copy5,L3,L3R12,L3R12S4,Available
CP11796,BK394,copy6,L3,L3R12,L3R12S4,Available
CP11797,BK394,copy7,L3,L3R12,L3R12S4,Available
CP11798,BK394,copy8,L3,L3R12,L3R12S4,Available
CP11799,BK394,copy9,L3,L3R12,L3R12S4,Available
CP11800,BK394,copy10,L3,L3R12,L3R12S4,Available
CP11801,BK394,copy11,L3,L3R12,L3R12S4,Available
CP11802,BK394,copy12,L3,L3R12,L3R12S4,Available
CP11803,BK394,copy13,L3,L3R12,L3R12S4,Available
CP11804,BK394,copy14,L3,L3R12,L3R12S4,Available
CP11805,BK394,copy15,L3,L3R12,L3R12S4,Available
CP11806,BK394,copy16,L3,L3R12,L3R12S4,Available
CP11807,BK394,copy17,L3,L3R12,L3R12S4,Available
CP11808,BK394,copy18,L3,L3R12,L3R12S4,Available
CP11809,BK394,copy19,L3,L3R12,L3R12S4,Available
CP11810,BK394,copy20,L3,L3R12,L3R12S4,Available
CP11811,BK394,copy21,L3,L3R12,L3R12S4,Available
CP11812,BK394,copy22,L3,L3R12,L3R12S4,Available
CP11813,BK394,copy23,L3,L3R12,L3R12S4,Available
CP11814,BK394,copy24,L3,L3R12,L3R12S4,Available
CP11815,BK394,copy25,L3,L3R12,L3R12S4,Available
CP11816,BK394,copy26,L3,L3R12,L3R12S4,Available
CP11817,BK394,copy27,L3,L3R12,L3R12S4,Available
CP11818,BK394,copy28,L3,L3R12,L3R12S4,Available
CP11819,BK394,copy29,L3,L3R12,L3R12S4,Available
CP11820,BK394,copy30,L3,L3R12,L3R12S4,Available
CP11821,BK395,copy1,L3,L3R12,L3R12S5,Available
CP11822,BK395,copy2,L3,L3R12,L3R12S5,Available
CP11823,BK395,copy3,L3,L3R12,L3R12S5,Available
CP11824,BK395,copy4,L3,L3R12,L3R12S5,Available
CP11825,BK395,copy5,L3,L3R12,L3R12S5,Available
CP11826,BK395,copy6,L3,L3R12,L3R12S5,Available
CP11827,BK395,copy7,L3,L3R12,L3R12S5,Available
CP11828,BK395,copy8,L3,L3R12,L3R12S5,Available
CP11829,BK395,copy9,L3,L3R12,L3R12S5,Available
CP11830,BK395,copy10,L3,L3R12,L3R12S5,Available
CP11831,BK395,copy11,L3,L3R12,L3R12S5,Available
CP11832,BK395,copy12,L3,L3R12,L3R12S5,Available
CP11833,BK395,copy13,L3,L3R12,L3R12S5,Available
CP11834,BK395,copy14,L3,L3R12,L3R12S5,Available
CP11835,BK395,copy15,L3,L3R12,L3R12S5,Available
CP11836,BK395,copy16,L3,L3R12,L3R12S5,Available
CP11837,BK395,copy17,L3,L3R12,L3R12S5,Available
CP11838,BK395,copy18,L3,L3R12,L3R12S5,Available
CP11839,BK395,copy19,L3,L3R12,L3R12S5,Available
CP11840,BK395,copy20,L3,L3R12,L3R12S5,Available
CP11841,BK395,copy21,L3,L3R12,L3R12S5,Available
CP11842,BK395,copy22,L3,L3R12,L3R12S5,Available
CP11843,BK395,copy23,L3,L3R12,L3R12S5,Available
CP11844,BK395,copy24,L3,L3R12,L3R12S5,Available
CP11845,BK395,copy25,L3,L3R12,L3R12S5,Available
CP11846,BK395,copy26,L3,L3R12,L3R12S5,Available
CP11847,BK395,copy27,L3,L3R12,L3R12S5,Available
CP11848,BK395,copy28,L3,L3R12,L3R12S5,Available
CP11849,BK395,copy29,L3,L3R12,L3R12S5,Available
CP11850,BK395,copy30,L3,L3R12,L3R12S5,Available
CP11851,BK396,copy1,L3,L3R12,L3R12S6,Available
CP11852,BK396,copy2,L3,L3R12,L3R12S6,Available
CP11853,BK396,copy3,L3,L3R12,L3R12S6,Available
CP11854,BK396,copy4,L3,L3R12,L3R12S6,Available
CP11855,BK396,copy5,L3,L3R12,L3R12S6,Available
CP11856,BK396,copy6,L3,L3R12,L3R12S6,Available
CP11857,BK396,copy7,L3,L3R12,L3R12S6,Available
CP11858,BK396,copy8,L3,L3R12,L3R12S6,Available
CP11859,BK396,copy9,L3,L3R12,L3R12S6,Available
CP11860,BK396,copy10,L3,L3R12,L3R12S6,Available
CP11861,BK396,copy11,L3,L3R12,L3R12S6,Available
